año,token_principal,ngrama,freq_conjunta
2023,cargo,conocimiento,6
2023,cargo,desarrollo,6
2023,cargo,tecnología,6
2007,carretera,carretera,16
2007,carretera,regiones,14
2007,carretera,arauco,12
2007,carretera,austral,12
2007,carretera,construcción,12
2010,carretera,carretera,8
2010,carretera,regiones,7
2010,carretera,arauco,6
2010,carretera,austral,6
2010,carretera,construcción,6
2013,carretera,carretera,16
2013,carretera,regiones,14
2013,carretera,arauco,12
2013,carretera,austral,12
2013,carretera,construcción,12
2018,carretera,carretera,16
2018,carretera,regiones,14
2018,carretera,arauco,12
2018,carretera,austral,12
2018,carretera,construcción,12
2019,carretera,carretera,32
2019,carretera,regiones,28
2019,carretera,arauco,24
2019,carretera,austral,24
2019,carretera,construcción,24
2008,carreteras,barreras,4
2008,carreteras,todas,4
2008,carreteras,digital,3
2008,carreteras,fibra,3
2008,carreteras,logrado,3
2011,carreteras,barreras,4
2011,carreteras,todas,4
2011,carreteras,digital,3
2011,carreteras,fibra,3
2011,carreteras,logrado,3
2018,carreteras,barreras,8
2018,carreteras,todas,8
2018,carreteras,digital,6
2018,carreteras,fibra,6
2018,carreteras,logrado,6
2020,carreteras,barreras,8
2020,carreteras,todas,8
2020,carreteras,digital,6
2020,carreteras,fibra,6
2020,carreteras,logrado,6
2000,casi,energía,6
2000,casi,nuevas,5
2000,casi,energías,4
2000,casi,estaciones,4
2000,casi,internet,4
2008,casi,energía,6
2008,casi,nuevas,5
2008,casi,energías,4
2008,casi,estaciones,4
2008,casi,internet,4
2011,casi,energía,12
2011,casi,nuevas,10
2011,casi,energías,8
2011,casi,estaciones,8
2011,casi,internet,8
2012,casi,energía,6
2012,casi,nuevas,5
2012,casi,energías,4
2012,casi,estaciones,4
2012,casi,internet,4
2013,casi,energía,18
2013,casi,nuevas,15
2013,casi,energías,12
2013,casi,estaciones,12
2013,casi,internet,12
2017,casi,energía,6
2017,casi,nuevas,5
2017,casi,energías,4
2017,casi,estaciones,4
2017,casi,internet,4
2023,casi,energía,12
2023,casi,nuevas,10
2023,casi,energías,8
2023,casi,estaciones,8
2023,casi,internet,8
2013,celulares,vamos,14
2013,celulares,precios,10
2013,celulares,acceso,8
2013,celulares,computadores,8
2013,celulares,deportistas,8
2018,celulares,vamos,14
2018,celulares,precios,10
2018,celulares,acceso,8
2018,celulares,computadores,8
2018,celulares,deportistas,8
2019,celulares,vamos,7
2019,celulares,precios,5
2019,celulares,acceso,4
2019,celulares,computadores,4
2019,celulares,deportistas,4
2004,central,además,3
2004,central,ello,3
2004,central,ley,3
2004,central,línea,3
2004,central,sistema,3
2006,central,además,3
2006,central,ello,3
2006,central,ley,3
2006,central,línea,3
2006,central,sistema,3
2007,central,además,3
2007,central,ello,3
2007,central,ley,3
2007,central,línea,3
2007,central,sistema,3
2008,central,además,3
2008,central,ello,3
2008,central,ley,3
2008,central,línea,3
2008,central,sistema,3
2011,central,además,3
2011,central,ello,3
2011,central,ley,3
2011,central,línea,3
2011,central,sistema,3
2013,central,además,3
2013,central,ello,3
2013,central,ley,3
2013,central,línea,3
2013,central,sistema,3
2015,central,además,3
2015,central,ello,3
2015,central,ley,3
2015,central,línea,3
2015,central,sistema,3
2025,central,además,3
2025,central,ello,3
2025,central,ley,3
2025,central,línea,3
2025,central,sistema,3
2001,centro,desarrollo,8
2001,centro,lota,8
2001,centro,investigación,6
2001,centro,mundo,5
2001,centro,aquí,4
2002,centro,desarrollo,16
2002,centro,lota,16
2002,centro,investigación,12
2002,centro,mundo,10
2002,centro,aquí,8
2008,centro,desarrollo,24
2008,centro,lota,24
2008,centro,investigación,18
2008,centro,mundo,15
2008,centro,aquí,12
2009,centro,desarrollo,8
2009,centro,lota,8
2009,centro,investigación,6
2009,centro,mundo,5
2009,centro,aquí,4
2011,centro,desarrollo,8
2011,centro,lota,8
2011,centro,investigación,6
2011,centro,mundo,5
2011,centro,aquí,4
2012,centro,desarrollo,8
2012,centro,lota,8
2012,centro,investigación,6
2012,centro,mundo,5
2012,centro,aquí,4
2014,centro,desarrollo,8
2014,centro,lota,8
2014,centro,investigación,6
2014,centro,mundo,5
2014,centro,aquí,4
2017,centro,desarrollo,8
2017,centro,lota,8
2017,centro,investigación,6
2017,centro,mundo,5
2017,centro,aquí,4
2018,centro,desarrollo,8
2018,centro,lota,8
2018,centro,investigación,6
2018,centro,mundo,5
2018,centro,aquí,4
2023,centro,desarrollo,8
2023,centro,lota,8
2023,centro,investigación,6
2023,centro,mundo,5
2023,centro,aquí,4
2000,centros,atención,9
2000,centros,digital,6
2000,centros,investigación,6
2000,centros,innovación,5
2000,centros,primaria,5
2004,centros,atención,27
2004,centros,digital,18
2004,centros,investigación,18
2004,centros,innovación,15
2004,centros,primaria,15
2006,centros,atención,9
2006,centros,digital,6
2006,centros,investigación,6
2006,centros,innovación,5
2006,centros,primaria,5
2007,centros,atención,9
2007,centros,digital,6
2007,centros,investigación,6
2007,centros,innovación,5
2007,centros,primaria,5
2008,centros,atención,9
2008,centros,digital,6
2008,centros,investigación,6
2008,centros,innovación,5
2008,centros,primaria,5
2010,centros,atención,9
2010,centros,digital,6
2010,centros,investigación,6
2010,centros,innovación,5
2010,centros,primaria,5
2014,centros,atención,18
2014,centros,digital,12
2014,centros,investigación,12
2014,centros,innovación,10
2014,centros,primaria,10
2015,centros,atención,9
2015,centros,digital,6
2015,centros,investigación,6
2015,centros,innovación,5
2015,centros,primaria,5
2016,centros,atención,9
2016,centros,digital,6
2016,centros,investigación,6
2016,centros,innovación,5
2016,centros,primaria,5
2017,centros,atención,9
2017,centros,digital,6
2017,centros,investigación,6
2017,centros,innovación,5
2017,centros,primaria,5
2018,centros,atención,9
2018,centros,digital,6
2018,centros,investigación,6
2018,centros,innovación,5
2018,centros,primaria,5
2020,centros,atención,18
2020,centros,digital,12
2020,centros,investigación,12
2020,centros,innovación,10
2020,centros,primaria,10
2023,centros,atención,9
2023,centros,digital,6
2023,centros,investigación,6
2023,centros,innovación,5
2023,centros,primaria,5
2024,centros,atención,9
2024,centros,digital,6
2024,centros,investigación,6
2024,centros,innovación,5
2024,centros,primaria,5
2025,centros,atención,9
2025,centros,digital,6
2025,centros,investigación,6
2025,centros,innovación,5
2025,centros,primaria,5
1996,cerca,desarrollo,30
1996,cerca,programas,24
1996,cerca,través,24
1996,cerca,sistema,21
1996,cerca,comunales,18
2001,cerca,desarrollo,10
2001,cerca,programas,8
2001,cerca,través,8
2001,cerca,sistema,7
2001,cerca,comunales,6
2013,cerca,desarrollo,30
2013,cerca,programas,24
2013,cerca,través,24
2013,cerca,sistema,21
2013,cerca,comunales,18
2015,cerca,desarrollo,20
2015,cerca,programas,16
2015,cerca,través,16
2015,cerca,sistema,14
2015,cerca,comunales,12
2016,cerca,desarrollo,10
2016,cerca,programas,8
2016,cerca,través,8
2016,cerca,sistema,7
2016,cerca,comunales,6
2017,cerca,desarrollo,10
2017,cerca,programas,8
2017,cerca,través,8
2017,cerca,sistema,7
2017,cerca,comunales,6
2018,cerca,desarrollo,20
2018,cerca,programas,16
2018,cerca,través,16
2018,cerca,sistema,14
2018,cerca,comunales,12
2022,cerca,desarrollo,10
2022,cerca,programas,8
2022,cerca,través,8
2022,cerca,sistema,7
2022,cerca,comunales,6
2000,ciencia,tecnología,188
2000,ciencia,conocimiento,72
2000,ciencia,innovación,72
2000,ciencia,desarrollo,64
2000,ciencia,ciencia,56
2004,ciencia,tecnología,47
2004,ciencia,conocimiento,18
2004,ciencia,innovación,18
2004,ciencia,desarrollo,16
2004,ciencia,ciencia,14
2005,ciencia,tecnología,47
2005,ciencia,conocimiento,18
2005,ciencia,innovación,18
2005,ciencia,desarrollo,16
2005,ciencia,ciencia,14
2009,ciencia,tecnología,94
2009,ciencia,conocimiento,36
2009,ciencia,innovación,36
2009,ciencia,desarrollo,32
2009,ciencia,ciencia,28
2010,ciencia,tecnología,188
2010,ciencia,conocimiento,72
2010,ciencia,innovación,72
2010,ciencia,desarrollo,64
2010,ciencia,ciencia,56
2011,ciencia,tecnología,47
2011,ciencia,conocimiento,18
2011,ciencia,innovación,18
2011,ciencia,desarrollo,16
2011,ciencia,ciencia,14
2012,ciencia,tecnología,47
2012,ciencia,conocimiento,18
2012,ciencia,innovación,18
2012,ciencia,desarrollo,16
2012,ciencia,ciencia,14
2013,ciencia,tecnología,47
2013,ciencia,conocimiento,18
2013,ciencia,innovación,18
2013,ciencia,desarrollo,16
2013,ciencia,ciencia,14
2015,ciencia,tecnología,94
2015,ciencia,conocimiento,36
2015,ciencia,innovación,36
2015,ciencia,desarrollo,32
2015,ciencia,ciencia,28
2016,ciencia,tecnología,47
2016,ciencia,conocimiento,18
2016,ciencia,innovación,18
2016,ciencia,desarrollo,16
2016,ciencia,ciencia,14
2017,ciencia,tecnología,94
2017,ciencia,conocimiento,36
2017,ciencia,innovación,36
2017,ciencia,desarrollo,32
2017,ciencia,ciencia,28
2018,ciencia,tecnología,141
2018,ciencia,conocimiento,54
2018,ciencia,innovación,54
2018,ciencia,desarrollo,48
2018,ciencia,ciencia,42
2019,ciencia,tecnología,94
2019,ciencia,conocimiento,36
2019,ciencia,innovación,36
2019,ciencia,desarrollo,32
2019,ciencia,ciencia,28
2020,ciencia,tecnología,141
2020,ciencia,conocimiento,54
2020,ciencia,innovación,54
2020,ciencia,desarrollo,48
2020,ciencia,ciencia,42
2022,ciencia,tecnología,47
2022,ciencia,conocimiento,18
2022,ciencia,innovación,18
2022,ciencia,desarrollo,16
2022,ciencia,ciencia,14
2023,ciencia,tecnología,141
2023,ciencia,conocimiento,54
2023,ciencia,innovación,54
2023,ciencia,desarrollo,48
2023,ciencia,ciencia,42
2024,ciencia,tecnología,188
2024,ciencia,conocimiento,72
2024,ciencia,innovación,72
2024,ciencia,desarrollo,64
2024,ciencia,ciencia,56
2025,ciencia,tecnología,94
2025,ciencia,conocimiento,36
2025,ciencia,innovación,36
2025,ciencia,desarrollo,32
2025,ciencia,ciencia,28
1996,científico,ciencia,4
1996,científico,desarrollo,4
1996,científico,tecnología,4
1996,científico,tecnológico,4
1996,científico,formación,3
2000,científico,ciencia,8
2000,científico,desarrollo,8
2000,científico,tecnología,8
2000,científico,tecnológico,8
2000,científico,formación,6
2019,científico,ciencia,4
2019,científico,desarrollo,4
2019,científico,tecnología,4
2019,científico,tecnológico,4
2019,científico,formación,3
2025,científico,ciencia,4
2025,científico,desarrollo,4
2025,científico,tecnología,4
2025,científico,tecnológico,4
2025,científico,formación,3
2008,cierto,litio,4
2008,cierto,además,3
2008,cierto,ejemplo,3
2008,cierto,planes,3
2008,cierto,producción,3
2010,cierto,litio,4
2010,cierto,además,3
2010,cierto,ejemplo,3
2010,cierto,planes,3
2010,cierto,producción,3
2024,cierto,litio,8
2024,cierto,además,6
2024,cierto,ejemplo,6
2024,cierto,planes,6
2024,cierto,producción,6
2025,cierto,litio,8
2025,cierto,además,6
2025,cierto,ejemplo,6
2025,cierto,planes,6
2025,cierto,producción,6
2000,cifra,tecnología,10
2000,cifra,ciencia,8
2000,cifra,cada,6
2000,cifra,regiones,6
2000,cifra,tras,6
2009,cifra,tecnología,5
2009,cifra,ciencia,4
2009,cifra,cada,3
2009,cifra,regiones,3
2009,cifra,tras,3
2017,cifra,tecnología,5
2017,cifra,ciencia,4
2017,cifra,cada,3
2017,cifra,regiones,3
2017,cifra,tras,3
2023,cifra,tecnología,5
2023,cifra,ciencia,4
2023,cifra,cada,3
2023,cifra,regiones,3
2023,cifra,tras,3
2000,cinco,vamos,5
2000,cinco,nuevas,4
2000,cinco,profesores,4
2000,cinco,reforma,4
2000,cinco,tecnologías,4
2001,cinco,vamos,5
2001,cinco,nuevas,4
2001,cinco,profesores,4
2001,cinco,reforma,4
2001,cinco,tecnologías,4
2004,cinco,vamos,10
2004,cinco,nuevas,8
2004,cinco,profesores,8
2004,cinco,reforma,8
2004,cinco,tecnologías,8
2007,cinco,vamos,5
2007,cinco,nuevas,4
2007,cinco,profesores,4
2007,cinco,reforma,4
2007,cinco,tecnologías,4
2011,cinco,vamos,5
2011,cinco,nuevas,4
2011,cinco,profesores,4
2011,cinco,reforma,4
2011,cinco,tecnologías,4
2012,cinco,vamos,5
2012,cinco,nuevas,4
2012,cinco,profesores,4
2012,cinco,reforma,4
2012,cinco,tecnologías,4
2020,cinco,vamos,5
2020,cinco,nuevas,4
2020,cinco,profesores,4
2020,cinco,reforma,4
2020,cinco,tecnologías,4
2000,ciudadanos,vamos,24
2000,ciudadanos,digital,20
2000,ciudadanos,mejorar,19
2000,ciudadanos,calidad,18
2000,ciudadanos,ley,17
2006,ciudadanos,vamos,24
2006,ciudadanos,digital,20
2006,ciudadanos,mejorar,19
2006,ciudadanos,calidad,18
2006,ciudadanos,ley,17
2009,ciudadanos,vamos,24
2009,ciudadanos,digital,20
2009,ciudadanos,mejorar,19
2009,ciudadanos,calidad,18
2009,ciudadanos,ley,17
2011,ciudadanos,vamos,48
2011,ciudadanos,digital,40
2011,ciudadanos,mejorar,38
2011,ciudadanos,calidad,36
2011,ciudadanos,ley,34
2012,ciudadanos,vamos,72
2012,ciudadanos,digital,60
2012,ciudadanos,mejorar,57
2012,ciudadanos,calidad,54
2012,ciudadanos,ley,51
2018,ciudadanos,vamos,168
2018,ciudadanos,digital,140
2018,ciudadanos,mejorar,133
2018,ciudadanos,calidad,126
2018,ciudadanos,ley,119
2019,ciudadanos,vamos,48
2019,ciudadanos,digital,40
2019,ciudadanos,mejorar,38
2019,ciudadanos,calidad,36
2019,ciudadanos,ley,34
2020,ciudadanos,vamos,24
2020,ciudadanos,digital,20
2020,ciudadanos,mejorar,19
2020,ciudadanos,calidad,18
2020,ciudadanos,ley,17
2000,ciudadanía,cultura,4
2000,ciudadanía,mundo,3
2000,ciudadanía,tecnologías,3
2000,ciudadanía,asegurar,2
2000,ciudadanía,atención,2
2001,ciudadanía,cultura,4
2001,ciudadanía,mundo,3
2001,ciudadanía,tecnologías,3
2001,ciudadanía,asegurar,2
2001,ciudadanía,atención,2
2014,ciudadanía,cultura,8
2014,ciudadanía,mundo,6
2014,ciudadanía,tecnologías,6
2014,ciudadanía,asegurar,4
2014,ciudadanía,atención,4
2016,ciudadanía,cultura,4
2016,ciudadanía,mundo,3
2016,ciudadanía,tecnologías,3
2016,ciudadanía,asegurar,2
2016,ciudadanía,atención,2
2017,ciudadanía,cultura,4
2017,ciudadanía,mundo,3
2017,ciudadanía,tecnologías,3
2017,ciudadanía,asegurar,2
2017,ciudadanía,atención,2
2018,ciudadanía,cultura,4
2018,ciudadanía,mundo,3
2018,ciudadanía,tecnologías,3
2018,ciudadanía,asegurar,2
2018,ciudadanía,atención,2
2019,ciudadanía,cultura,4
2019,ciudadanía,mundo,3
2019,ciudadanía,tecnologías,3
2019,ciudadanía,asegurar,2
2019,ciudadanía,atención,2
2020,ciudadanía,cultura,4
2020,ciudadanía,mundo,3
2020,ciudadanía,tecnologías,3
2020,ciudadanía,asegurar,2
2020,ciudadanía,atención,2
2025,ciudadanía,cultura,4
2025,ciudadanía,mundo,3
2025,ciudadanía,tecnologías,3
2025,ciudadanía,asegurar,2
2025,ciudadanía,atención,2
2000,ciudades,vamos,24
2000,ciudades,calidad,14
2000,ciudades,fuerzas,10
2000,ciudades,internet,10
2000,ciudades,mejorar,10
2007,ciudades,vamos,12
2007,ciudades,calidad,7
2007,ciudades,fuerzas,5
2007,ciudades,internet,5
2007,ciudades,mejorar,5
2010,ciudades,vamos,12
2010,ciudades,calidad,7
2010,ciudades,fuerzas,5
2010,ciudades,internet,5
2010,ciudades,mejorar,5
2011,ciudades,vamos,12
2011,ciudades,calidad,7
2011,ciudades,fuerzas,5
2011,ciudades,internet,5
2011,ciudades,mejorar,5
2016,ciudades,vamos,12
2016,ciudades,calidad,7
2016,ciudades,fuerzas,5
2016,ciudades,internet,5
2016,ciudades,mejorar,5
2018,ciudades,vamos,12
2018,ciudades,calidad,7
2018,ciudades,fuerzas,5
2018,ciudades,internet,5
2018,ciudades,mejorar,5
2019,ciudades,vamos,24
2019,ciudades,calidad,14
2019,ciudades,fuerzas,10
2019,ciudades,internet,10
2019,ciudades,mejorar,10
2020,ciudades,vamos,12
2020,ciudades,calidad,7
2020,ciudades,fuerzas,5
2020,ciudades,internet,5
2020,ciudades,mejorar,5
2021,ciudades,vamos,12
2021,ciudades,calidad,7
2021,ciudades,fuerzas,5
2021,ciudades,internet,5
2021,ciudades,mejorar,5
2023,ciudades,vamos,12
2023,ciudades,calidad,7
2023,ciudades,fuerzas,5
2023,ciudades,internet,5
2023,ciudades,mejorar,5
2011,civil,vamos,36
2011,civil,fuerzas,34
2011,civil,calidad,30
2011,civil,armadas,28
2011,civil,mejorar,24
2012,civil,vamos,18
2012,civil,fuerzas,17
2012,civil,calidad,15
2012,civil,armadas,14
2012,civil,mejorar,12
2018,civil,vamos,54
2018,civil,fuerzas,51
2018,civil,calidad,45
2018,civil,armadas,42
2018,civil,mejorar,36
2019,civil,vamos,54
2019,civil,fuerzas,51
2019,civil,calidad,45
2019,civil,armadas,42
2019,civil,mejorar,36
2006,claro,región,4
2006,claro,vamos,4
2006,claro,acero,3
2006,claro,agua,2
2006,claro,huachipato,2
2007,claro,región,4
2007,claro,vamos,4
2007,claro,acero,3
2007,claro,agua,2
2007,claro,huachipato,2
2015,claro,región,4
2015,claro,vamos,4
2015,claro,acero,3
2015,claro,agua,2
2015,claro,huachipato,2
2024,claro,región,4
2024,claro,vamos,4
2024,claro,acero,3
2024,claro,agua,2
2024,claro,huachipato,2
2025,claro,región,4
2025,claro,vamos,4
2025,claro,acero,3
2025,claro,agua,2
2025,claro,huachipato,2
2007,clase,media,4
2007,clase,niños,3
2007,clase,tras,3
2007,clase,vida,3
2007,clase,afectando,2
2009,clase,media,4
2009,clase,niños,3
2009,clase,tras,3
2009,clase,vida,3
2009,clase,afectando,2
2011,clase,media,4
2011,clase,niños,3
2011,clase,tras,3
2011,clase,vida,3
2011,clase,afectando,2
2014,clase,media,4
2014,clase,niños,3
2014,clase,tras,3
2014,clase,vida,3
2014,clase,afectando,2
2016,clase,media,4
2016,clase,niños,3
2016,clase,tras,3
2016,clase,vida,3
2016,clase,afectando,2
2019,clase,media,4
2019,clase,niños,3
2019,clase,tras,3
2019,clase,vida,3
2019,clase,afectando,2
2023,clase,media,4
2023,clase,niños,3
2023,clase,tras,3
2023,clase,vida,3
2023,clase,afectando,2
2006,clave,innovación,6
2006,clave,desarrollo,4
2006,clave,ciencia,3
2006,clave,futuro,3
2006,clave,investigación,3
2009,clave,innovación,6
2009,clave,desarrollo,4
2009,clave,ciencia,3
2009,clave,futuro,3
2009,clave,investigación,3
2012,clave,innovación,6
2012,clave,desarrollo,4
2012,clave,ciencia,3
2012,clave,futuro,3
2012,clave,investigación,3
2015,clave,innovación,12
2015,clave,desarrollo,8
2015,clave,ciencia,6
2015,clave,futuro,6
2015,clave,investigación,6
2016,clave,innovación,6
2016,clave,desarrollo,4
2016,clave,ciencia,3
2016,clave,futuro,3
2016,clave,investigación,3
2020,clave,innovación,6
2020,clave,desarrollo,4
2020,clave,ciencia,3
2020,clave,futuro,3
2020,clave,investigación,3
2023,clave,innovación,6
2023,clave,desarrollo,4
2023,clave,ciencia,3
2023,clave,futuro,3
2023,clave,investigación,3
2025,clave,innovación,6
2025,clave,desarrollo,4
2025,clave,ciencia,3
2025,clave,futuro,3
2025,clave,investigación,3
2000,cobertura,vamos,7
2000,cobertura,calidad,6
2000,cobertura,atención,5
2000,cobertura,fuerzas,5
2000,cobertura,armadas,4
2004,cobertura,vamos,14
2004,cobertura,calidad,12
2004,cobertura,atención,10
2004,cobertura,fuerzas,10
2004,cobertura,armadas,8
2011,cobertura,vamos,7
2011,cobertura,calidad,6
2011,cobertura,atención,5
2011,cobertura,fuerzas,5
2011,cobertura,armadas,4
2012,cobertura,vamos,7
2012,cobertura,calidad,6
2012,cobertura,atención,5
2012,cobertura,fuerzas,5
2012,cobertura,armadas,4
2018,cobertura,vamos,7
2018,cobertura,calidad,6
2018,cobertura,atención,5
2018,cobertura,fuerzas,5
2018,cobertura,armadas,4
2021,cobertura,vamos,7
2021,cobertura,calidad,6
2021,cobertura,atención,5
2021,cobertura,fuerzas,5
2021,cobertura,armadas,4
2022,cobertura,vamos,7
2022,cobertura,calidad,6
2022,cobertura,atención,5
2022,cobertura,fuerzas,5
2022,cobertura,armadas,4
2006,cobre,codelco,20
2006,cobre,empresa,16
2006,cobre,minería,14
2006,cobre,tecnología,14
2006,cobre,cobre,12
2017,cobre,codelco,30
2017,cobre,empresa,24
2017,cobre,minería,21
2017,cobre,tecnología,21
2017,cobre,cobre,18
2018,cobre,codelco,10
2018,cobre,empresa,8
2018,cobre,minería,7
2018,cobre,tecnología,7
2018,cobre,cobre,6
2019,cobre,codelco,10
2019,cobre,empresa,8
2019,cobre,minería,7
2019,cobre,tecnología,7
2019,cobre,cobre,6
2022,cobre,codelco,20
