source,target,peso
imaginación,oportunidades,2
imaginación,recuperar,2
imaginación,tiempos,2
imaginación,única,2
implementación,incorporación,2
implementación,iniciamos,2
implementación,intereses,2
implementación,internet,2
implementación,ley,2
implementación,lugares,2
implementación,montt,2
implementación,muchas,2
implementación,nueva,2
implementación,parques,2
implementación,paso,2
implementación,permitirá,2
implementación,plan,2
implementación,pleno,2
implementación,protección,2
implementación,puedan,2
implementación,públicos,2
implementación,respeto,2
implementación,sociedad,2
implementación,tiempos,2
implementación,través,2
implementación,víctimas,2
implementar,inversiones,2
implementar,largo,2
implementar,mejorar,2
implementar,mundo,2
implementar,nueva,2
implementar,obras,2
implementar,permita,2
implementar,plataforma,2
implementar,política,2
implementar,pone,2
implementar,probidad,2
implementar,puerto,2
implementar,público,2
implementar,servicio,2
implementar,sur,2
implementar,todas,2
implementar,trabajando,2
implementar,valparaíso,2
implementar,vamos,2
implementar,vida,2
importante,incorporar,2
importante,internet,2
importante,inversiones,2
importante,inversión,2
importante,materia,2
importante,mejorar,2
importante,montt,2
importante,naturaleza,2
importante,oportunidades,2
importante,partir,2
importante,pasado,2
importante,países,2
importante,producto,2
importante,profesores,2
importante,programa,2
importante,promover,2
importante,próximos,2
importante,puedan,2
importante,puerto,2
importante,pública,2
importante,quiero,2
importante,red,2
importante,regiones,2
importante,rural,2
importante,ruta,2
importante,san,2
importante,sino,2
importante,social,2
importante,sociedad,2
importante,solamente,2
importante,solar,2
importante,tecnologías,2
importante,única,2
importantes,norte,2
importantes,plazo,2
importantes,política,2
importantes,principales,2
importantes,región,2
importantes,salud,2
importantes,sistema,2
importantes,sólo,2
importantes,tecnología,2
importantes,tecnologías,2
importantes,trabajando,2
importantes,transporte,2
impuesto,impuesto,2
impuesto,impulso,2
impuesto,internet,2
impuesto,medio,2
impuesto,ministerio,2
impuesto,misión,2
impuesto,mitad,2
impuesto,moderna,2
impuesto,muchas,2
impuesto,mujeres,2
impuesto,naturales,2
impuesto,necesidades,2
impuesto,necesitamos,2
impuesto,pequeñas,2
impuesto,primera,2
impuesto,realizar,2
impuesto,segundo,2
impuesto,servicios,2
impuesto,sistema,2
impuesto,tarea,2
impuesto,tecnologías,2
impuesto,tiempo,2
impuesto,trabajadores,2
impuesto,tres,2
impuestos,iniciaremos,2
impuestos,miles,2
impuestos,red,2
impuestos,servicio,2
impuestos,servicios,2
impuestos,van,2
impulsando,líneas,2
impulsando,permisos,2
impulsando,sistema,2
impulsando,tan,2
impulsando,tecnología,2
impulsar,incorporar,2
impulsar,infraestructura,2
impulsar,instituto,2
impulsar,investigación,2
impulsar,libre,2
impulsar,medicamentos,2
impulsar,mejores,2
impulsar,meta,2
impulsar,miles,2
impulsar,naturales,2
impulsar,necesidades,2
impulsar,nuevo,2
impulsar,pasado,2
impulsar,permitirá,2
impulsar,planes,2
impulsar,plataforma,2
impulsar,pleno,2
impulsar,podemos,2
impulsar,políticas,2
impulsar,pone,2
impulsar,primer,2
impulsar,prioridad,2
impulsar,probidad,2
impulsar,problemas,2
impulsar,puedan,2
impulsar,puerto,2
impulsar,pública,2
impulsar,respeto,2
impulsar,sector,2
impulsar,seguro,2
impulsar,semana,2
impulsar,semanas,2
impulsar,servicio,2
impulsar,teléfonos,2
impulsar,trabajo,2
impulsar,valor,2
impulsar,vivir,2
impulsar,óptica,2
impulsar,única,2
impulsaremos,materia,2
impulsaremos,permita,2
impulsaremos,servicios,2
impulsaremos,tecnologías,2
impulsaremos,tecnológico,2
impulso,infraestructura,2
impulso,investigación,2
impulso,junto,2
impulso,laboral,2
impulso,mejores,2
impulso,ministerio,2
impulso,mundo,2
impulso,necesidades,2
impulso,permitirá,2
impulso,plan,2
impulso,plataforma,2
impulso,pone,2
impulso,potenciar,2
impulso,probidad,2
impulso,puerto,2
impulso,pública,2
impulso,reformas,2
impulso,regiones,2
impulso,responsabilidad,2
impulso,sector,2
impulso,servicio,2
impulso,tarea,2
impulso,través,2
impulso,vamos,2
impulso,vida,2
incentivos,plan,2
incentivos,productiva,2
incentivos,puede,2
incentivos,pymes,2
incentivos,vehículos,2
incluye,mar,2
incluye,marcha,2
incluye,mejorar,2
incluye,minería,2
incluye,modernización,2
incluye,mundo,2
incluye,nuevo,2
incluye,nuevos,2
incluye,permanente,2
incluye,permitirá,2
incluye,plataforma,2
incluye,pone,2
incluye,probidad,2
incluye,programa,2
incluye,protección,2
incluye,proyectos,2
incluye,puerto,2
incluye,pymes,2
incluye,pública,2
incluye,público,2
incluye,sociedad,2
incluye,valparaíso,2
incluye,vida,2
incluyendo,información,2
incluyendo,ley,2
incluyendo,mundo,2
incluyendo,políticas,2
incluyendo,programa,2
incluyendo,realizar,2
incluyendo,reformas,2
incluyendo,regiones,2
incluyendo,sistema,2
incluyendo,tecnologías,2
incluyendo,terminar,2
incluyendo,trabajo,2
incluyendo,uso,2
incluyendo,vía,2
incorpora,innovación,2
incorpora,personas,2
incorpora,pymes,2
incorpora,regiones,2
incorpora,región,2
incorpora,sistema,2
incorpora,tecnologías,2
incorpora,tecnológica,2
incorpora,transporte,2
incorporación,infraestructura,2
incorporación,mercado,2
incorporación,paso,2
incorporación,personas,2
incorporación,plan,2
incorporación,pymes,2
incorporación,red,2
incorporación,revolución,2
incorporación,sociedad,2
incorporación,tecnológica,2
incorporar,libre,2
incorporar,mejores,2
incorporar,nuevos,2
incorporar,pacientes,2
incorporar,pasado,2
incorporar,plan,2
incorporar,red,2
incorporar,riego,2
incorporar,servicios,2
incorporar,terminar,2
incorporar,tiempo,2
incorporar,trabajadores,2
incorporar,trabajo,2
incorporar,trabajos,2
incorporar,vida,2
industria,información,2
industria,instituto,2
industria,ley,2
industria,materia,2
industria,medidas,2
industria,minería,2
industria,montt,2
industria,naturaleza,2
industria,permitirán,2
industria,plazo,2
industria,promover,2
industria,proyecto,2
industria,pueda,2
industria,puerto,2
industria,público,2
industria,regiones,2
industria,rural,2
industria,ruta,2
industria,servicios,2
industria,sino,2
industria,social,2
industria,solamente,2
industria,solar,2
industria,tecnológica,2
industria,tecnológico,2
industria,turismo,2
industria,verde,2
industria,vida,2
información,información,2
información,innovación,2
información,instrumentos,2
información,liceos,2
información,llevar,2
información,lugar,2
información,materia,2
información,mejores,2
información,meta,2
información,minería,2
información,necesario,2
información,parques,2
información,paso,2
información,permite,2
información,permitir,2
información,período,2
información,potable,2
información,potencial,2
información,principales,2
información,probidad,2
información,procesos,2
información,protección,2
información,proteger,2
información,próximos,2
información,pública,2
información,públicas,2
información,regional,2
información,respecto,2
información,responsabilidad,2
información,seguir,2
información,segundo,2
información,servicios,2
información,sistemas,2
información,situación,2
información,sólo,2
información,tercer,2
información,terminar,2
información,toda,2
información,todas,2
información,trabajando,2
información,trabajo,2
información,transparencia,2
información,tres,2
información,turismo,2
información,universidades,2
información,uso,2
información,valor,2
información,vía,2
información,zonas,2
información,única,2
infraestructura,infraestructura,2
infraestructura,integral,2
infraestructura,internacional,2
infraestructura,internet,2
infraestructura,laboratorios,2
infraestructura,lugar,2
infraestructura,marzo,2
infraestructura,mejoramiento,2
infraestructura,mejores,2
infraestructura,naturaleza,2
infraestructura,necesario,2
infraestructura,nivel,2
infraestructura,nuevas,2
infraestructura,nuevos,2
infraestructura,oportunidades,2
infraestructura,permanente,2
infraestructura,primer,2
infraestructura,principales,2
infraestructura,proceso,2
infraestructura,procesos,2
infraestructura,productividad,2
infraestructura,programa,2
infraestructura,programas,2
infraestructura,promover,2
infraestructura,próximos,2
infraestructura,puedan,2
infraestructura,realizar,2
infraestructura,recuperado,2
infraestructura,red,2
infraestructura,regional,2
infraestructura,región,2
infraestructura,responsabilidad,2
infraestructura,ruta,2
infraestructura,salud,2
infraestructura,santiago,2
infraestructura,sector,2
infraestructura,soluciones,2
infraestructura,tecnologías,2
infraestructura,toda,2
infraestructura,todas,2
infraestructura,total,2
infraestructura,trabajadores,2
infraestructura,transformación,2
infraestructura,turismo,2
infraestructura,van,2
infraestructura,verdadera,2
infraestructura,vida,2
infraestructura,vivienda,2
infraestructura,xxi,2
infraestructura,zonas,2
infraestructura,óptica,2
infraestructura,única,2
iniciamos,intereses,2
iniciamos,metro,2
iniciamos,muchas,2
iniciamos,nuevas,2
iniciamos,parques,2
iniciamos,política,2
iniciamos,protección,2
iniciamos,proyecto,2
iniciamos,puedan,2
iniciamos,red,2
iniciamos,respeto,2
iniciamos,tiempos,2
iniciaremos,inversión,2
iniciaremos,metro,2
iniciaremos,política,2
iniciaremos,proceso,2
iniciaremos,programa,2
iniciaremos,red,2
iniciaremos,reducir,2
iniciaremos,regiones,2
iniciaremos,riego,2
iniciaremos,significa,2
iniciaremos,solar,2
iniciaremos,transporte,2
iniciaremos,vía,2
iniciaremos,zona,2
iniciativas,intereses,2
iniciativas,mundo,2
iniciativas,nueva,2
iniciativas,nuevo,2
iniciativas,parques,2
iniciativas,profesores,2
iniciativas,protección,2
iniciativas,proyecto,2
iniciativas,puedan,2
iniciativas,pública,2
iniciativas,respeto,2
iniciativas,tan,2
iniciativas,tiempos,2
iniciativas,través,2
innovación,innovar,2
innovación,instrumentos,2
innovación,integral,2
innovación,labor,2
innovación,limpia,2
innovación,manera,2
innovación,medianos,2
innovación,minería,2
innovación,muchas,2
innovación,oportunidad,2
innovación,orden,2
innovación,pequeñas,2
innovación,permanente,2
innovación,permisos,2
innovación,período,2
innovación,pesos,2
innovación,plan,2
innovación,primero,2
innovación,producción,2
innovación,productivos,2
innovación,progreso,2
innovación,pronto,2
innovación,propio,2
innovación,próximos,2
innovación,puerto,2
innovación,pusimos,2
innovación,red,2
innovación,redes,2
innovación,reducir,2
innovación,relación,2
innovación,respeto,2
innovación,salud,2
innovación,sectores,2
innovación,seguir,2
innovación,semestre,2
innovación,significativamente,2
innovación,sustentable,2
innovación,tan,2
innovación,tercero,2
innovación,van,2
innovación,verdadera,2
innovación,xxi,2
innovación,últimos,2
innovación,única,2
innovar,inversión,2
innovar,oportunidades,2
innovar,personas,2
innovar,recursos,2
innovar,renovables,2
innovar,tiempos,2
instalación,proyectos,2
instalación,óptica,2
instituciones,investigación,2
instituciones,mundo,2
instituciones,nueva,2
instituciones,permitirá,2
instituciones,pone,2
instituciones,probidad,2
instituciones,puerto,2
instituciones,público,2
instituciones,regiones,2
instituciones,servicio,2
instituciones,todas,2
instituciones,trámites,2
instituciones,vamos,2
instituciones,única,2
instituto,intereses,2
instituto,investigación,2
instituto,ley,2
instituto,muchas,2
instituto,nueva,2
instituto,parques,2
instituto,política,2
instituto,respeto,2
instituto,social,2
instituto,sólo,2
instituto,tecnología,2
instituto,tiempos,2
instituto,total,2
instituto,van,2
instrumentos,media,2
instrumentos,mejorar,2
instrumentos,puedan,2
instrumentos,recursos,2
instrumentos,sociedad,2
instrumentos,tal,2
instrumentos,tecnologías,2
instrumentos,trabajadores,2
integración,magallanes,2
integración,políticas,2
integración,puerto,2
integración,realizar,2
integración,reformas,2
integración,regiones,2
integración,sabemos,2
integración,significa,2
integración,vida,2
integración,óptica,2
integral,modernización,2
integral,mundo,2
integral,permisos,2
integral,políticas,2
integral,protección,2
integral,realizar,2
integral,recursos,2
integral,reformas,2
integral,seguridad,2
integral,servicios,2
integral,toda,2
integral,trabajadores,2
integral,trabajo,2
integral,tramitación,2
inteligencia,internet,2
inteligencia,ley,2
inteligencia,mercado,2
inteligencia,miles,2
inteligencia,nuevo,2
inteligencia,orden,2
inteligencia,permita,2
inteligencia,planes,2
inteligencia,plataforma,2
inteligencia,progreso,2
inteligencia,propuesto,2
inteligencia,recursos,2
inteligencia,seguridad,2
inteligencia,servicios,2
inteligencia,trabajos,2
inteligencia,universidades,2
inteligencia,verdadera,2
inteligencia,única,2
intereses,lugares,2
intereses,medidas,2
intereses,modernizar,2
intereses,múltiples,2
intereses,naturales,2
intereses,naturaleza,2
intereses,necesidades,2
intereses,nuevo,2
intereses,oportunidad,2
intereses,penas,2
intereses,pequeñas,2
intereses,plan,2
intereses,política,2
intereses,prevención,2
intereses,primer,2
intereses,puedan,2
intereses,relación,2
intereses,ruta,2
intereses,salto,2
intereses,social,2
intereses,total,2
intereses,trámites,2
intereses,uso,2
intereses,utilizar,2
intereses,van,2
intereses,vecinos,2
internacional,inversiones,2
internacional,mundo,2
internacional,nivel,2
internacional,nuevo,2
internacional,obras,2
internacional,plan,2
internacional,política,2
internacional,puerto,2
internacional,público,2
internacional,riego,2
internacional,segundo,2
internacional,sur,2
internacional,vía,2
internet,inversión,2
internet,junto,2
internet,kilómetros,2
internet,larga,2
internet,largo,2
internet,ley,2
internet,líneas,2
internet,manera,2
internet,marzo,2
internet,meses,2
internet,metas,2
internet,ministerio,2
internet,montt,2
internet,muchas,2
internet,móvil,2
internet,nivel,2
internet,nuevo,2
internet,operación,2
internet,pasado,2
internet,permitido,2
internet,período,2
internet,pleno,2
internet,posible,2
internet,productivo,2
internet,progreso,2
internet,promover,2
internet,propios,2
internet,proyectos,2
internet,pusimos,2
internet,queremos,2
internet,realizar,2
internet,regional,2
internet,requiere,2
internet,sector,2
internet,solo,2
internet,telemedicina,2
internet,teléfonos,2
internet,tercero,2
internet,universidades,2
internet,van,2
internet,vanguardia,2
internet,vidas,2
internet,williams,2
internet,zona,2
inversiones,inversiones,2
inversiones,largo,2
inversiones,medidas,2
inversiones,mejoramiento,2
inversiones,mejorar,2
inversiones,mercados,2
inversiones,minería,2
inversiones,necesario,2
inversiones,nivel,2
inversiones,nuevas,2
inversiones,nuevos,2
inversiones,obras,2
inversiones,oportunidades,2
inversiones,permita,2
inversiones,permitirán,2
inversiones,período,2
inversiones,principales,2
inversiones,probidad,2
inversiones,procesos,2
inversiones,productivo,2
inversiones,protección,2
inversiones,proteger,2
inversiones,próximos,2
inversiones,pública,2
inversiones,públicas,2
inversiones,público,2
inversiones,realizando,2
inversiones,realizar,2
inversiones,redes,2
inversiones,respecto,2
inversiones,responsabilidad,2
inversiones,seguir,2
inversiones,segundo,2
inversiones,servicio,2
inversiones,siglo,2
inversiones,situación,2
inversiones,social,2
inversiones,terminar,2
inversiones,toda,2
inversiones,total,2
inversiones,trabajadores,2
inversiones,transparencia,2
inversiones,transporte,2
inversiones,turismo,2
inversiones,valor,2
inversiones,vivienda,2
inversiones,vía,2
inversiones,xxi,2
inversiones,zonas,2
inversiones,única,2
inversión,libertad,2
inversión,línea,2
inversión,marcha,2
inversión,mejoramiento,2
inversión,mejorando,2
inversión,mercados,2
inversión,metro,2
inversión,micro,2
inversión,minería,2
inversión,modernización,2
inversión,moderno,2
inversión,norte,2
inversión,obras,2
inversión,operación,2
inversión,oportunidades,2
inversión,pandemia,2
inversión,parques,2
inversión,pequeñas,2
inversión,permanente,2
inversión,personas,2
inversión,plazo,2
inversión,podemos,2
inversión,poniendo,2
inversión,primero,2
inversión,prioridad,2
inversión,privado,2
inversión,probidad,2
inversión,programas,2
inversión,progreso,2
inversión,proteger,2
inversión,proyecto,2
inversión,público,2
inversión,públicos,2
inversión,realizar,2
inversión,recuperación,2
inversión,respecto,2
inversión,santiago,2
inversión,sectores,2
inversión,segundo,2
inversión,servicios,2
inversión,siglo,2
inversión,situación,2
inversión,sustentable,2
inversión,terminar,2
inversión,total,2
inversión,transparencia,2
inversión,transporte,2
inversión,trámites,2
inversión,turismo,2
inversión,van,2
inversión,verdadera,2
inversión,viviendas,2
inversión,xxi,2
investigación,iquique,2
investigación,lograr,2
investigación,mandato,2
investigación,marcha,2
investigación,mejoramiento,2
investigación,mejorar,2
investigación,meta,2
investigación,modernización,2
investigación,mundial,2
investigación,nivel,2
investigación,ocho,2
investigación,pasado,2
investigación,permitirá,2
investigación,plataforma,2
investigación,podemos,2
investigación,política,2
investigación,pone,2
investigación,privado,2
investigación,probidad,2
investigación,procesos,2
investigación,protección,2
investigación,puerto,2
investigación,queremos,2
investigación,red,2
investigación,sabemos,2
investigación,servicio,2
investigación,significa,2
investigación,tan,2
investigación,tecnológica,2
investigación,tecnológicos,2
investigación,todas,2
investigación,tres,2
investigación,valparaíso,2
investigación,vida,2
investigación,última,2
iquique,mejorar,2
iquique,miles,2
iquique,muchas,2
iquique,mundo,2
iquique,norte,2
iquique,obras,2
iquique,permitirá,2
iquique,plataforma,2
iquique,pone,2
iquique,probidad,2
iquique,puerto,2
iquique,público,2
iquique,servicio,2
iquique,sino,2
iquique,sólo,2
iquique,tal,2
iquique,universidades,2
iquique,valparaíso,2
iquique,vamos,2
iquique,vida,2
juan,nuevas,2
juan,protección,2
juan,trabajo,2
juan,tramitación,2
juan,trenes,2
juan,vamos,2
junto,laboratorio,2
junto,medidas,2
junto,mejorar,2
junto,metro,2
junto,ministerio,2
junto,nación,2
junto,norte,2
junto,nueva,2
junto,nuevas,2
junto,pandemia,2
junto,potenciar,2
junto,primera,2
junto,proyecto,2
junto,puede,2
junto,pública,2
junto,regiones,2
junto,salarios,2
junto,segunda,2
junto,soluciones,2
junto,sur,2
junto,tecnológico,2
junto,turismo,2
junto,universidades,2
junto,uso,2
junto,vehículos,2
junto,última,2
jóvenes,lugar,2
jóvenes,mejorar,2
jóvenes,nueva,2
jóvenes,nuevas,2
jóvenes,personas,2
jóvenes,principales,2
jóvenes,profesores,2
jóvenes,públicos,2
jóvenes,queremos,2
jóvenes,segundo,2
jóvenes,trabajo,2
jóvenes,uso,2
kilómetros,magallanes,2
kilómetros,medio,2
kilómetros,metro,2
kilómetros,montt,2
kilómetros,mundo,2
kilómetros,obras,2
kilómetros,red,2
kilómetros,rurales,2
kilómetros,sabemos,2
kilómetros,san,2
labor,lograr,2
labor,nuevos,2
labor,políticas,2
labor,probidad,2
labor,protección,2
labor,seguridad,2
laboral,mejorar,2
laboral,mercado,2
laboral,modernización,2
laboral,personas,2
laboral,productiva,2
laboral,social,2
laboral,sociedad,2
laboral,tecnología,2
laboral,trabajo,2
laboral,transparencia,2
laboral,vamos,2
laboratorio,mejorar,2
laboratorio,ministerio,2
laboratorio,poner,2
laboratorio,proyecto,2
laboratorio,pública,2
laboratorio,público,2
laboratorio,salud,2
laboratorio,sector,2
laboratorios,lograr,2
laboratorios,mejorar,2
laboratorios,ministerio,2
laboratorios,mundo,2
laboratorios,permita,2
laboratorios,permitirá,2
laboratorios,plataforma,2
laboratorios,pone,2
laboratorios,principales,2
laboratorios,probidad,2
laboratorios,proceso,2
laboratorios,puerto,2
laboratorios,público,2
laboratorios,reforma,2
laboratorios,regiones,2
laboratorios,servicio,2
laboratorios,sino,2
laboratorios,sociedad,2
laboratorios,sólo,2
laboratorios,vamos,2
laboratorios,vida,2
lagos,magallanes,2
lagos,maule,2
lagos,nuevos,2
lagos,pacientes,2
lagos,región,2
lagos,terminar,2
lagos,trabajando,2
lagos,zonas,2
larga,permitido,2
larga,personas,2
larga,planes,2
larga,precios,2
largo,mar,2
largo,mientras,2
largo,miles,2
largo,obras,2
largo,quince,2
largo,renovables,2
largo,trabajando,2
largo,transmisión,2
latina,lugar,2
latina,línea,2
latina,mundo,2
latina,política,2
latina,principales,2
latina,proyecto,2
latina,puerto,2
latina,quiero,2
latina,red,2
latina,servicios,2
latina,tecnológica,2
latina,través,2
latina,uso,2
latina,usuarios,2
ley,libertad,2
ley,lugares,2
ley,línea,2
ley,mayores,2
ley,medio,2
ley,menos,2
ley,mercados,2
ley,moderna,2
ley,mujeres,2
ley,múltiples,2
ley,necesario,2
ley,pacientes,2
ley,paso,2
ley,pequeñas,2
ley,permite,2
ley,población,2
ley,política,2
ley,primer,2
ley,primero,2
ley,principales,2
ley,prioridad,2
ley,programa,2
ley,programas,2
ley,proyectos,2
ley,realizando,2
ley,relación,2
ley,riesgo,2
ley,rol,2
ley,rural,2
ley,sabemos,2
ley,salto,2
ley,sectores,2
ley,seguridad,2
ley,seguro,2
ley,semana,2
ley,semestre,2
ley,solar,2
ley,solo,2
ley,sostenible,2
ley,telefonía,2
ley,tiempo,2
ley,trabajar,2
ley,tres,2
ley,usuarios,2
ley,utilizar,2
ley,valor,2
ley,van,2
ley,vehículos,2
ley,verdadera,2
ley,vía,2
libertad,mercado,2
libertad,niños,2
libertad,recuperar,2
libertad,riesgo,2
libertad,social,2
libertad,tiempo,2
libertad,trabajar,2
libertad,trabajo,2
libertad,uso,2
libertad,vehículos,2
libertad,única,2
libre,mercado,2
libre,oportunidad,2
libre,países,2
libre,políticas,2
libre,tan,2
libre,tecnologías,2
libre,trabajos,2
liceos,profesores,2
liceos,red,2
liceos,tecnologías,2
limpia,minería,2
limpia,necesitamos,2
limpia,nueva,2
limpia,permita,2
limpia,recuperar,2
limpia,recursos,2
limpia,región,2
limpia,tecnología,2
limpia,vanguardia,2
limpias,marzo,2
limpias,rostro,2
limpias,salto,2
limpias,sector,2
limpias,significa,2
limpias,total,2
limpias,tres,2
litio,sabemos,2
litio,solar,2
litio,verde,2
llevar,mundo,2
llevar,nuevos,2
llevar,políticas,2
llevar,quiero,2
llevar,realizar,2
llevar,reformas,2
llevar,salud,2
llevar,tecnologías,2
llevar,través,2
localidades,manera,2
localidades,menores,2
localidades,pesos,2
localidades,toda,2
localidades,través,2
localidades,zonas,2
logrado,puerto,2
logrado,sistema,2
logrado,tiempo,2
logrado,todas,2
logrado,través,2
lograr,meses,2
lograr,ministerio,2
lograr,nuevos,2
lograr,permita,2
lograr,permitir,2
lograr,permitirá,2
lograr,pesos,2
lograr,plataforma,2
lograr,políticas,2
lograr,pone,2
lograr,proceso,2
lograr,programa,2
lograr,protección,2
lograr,puerto,2
lograr,recursos,2
lograr,regiones,2
lograr,seguridad,2
lograr,significa,2
lograr,sociedad,2
lograr,sólo,2
lograr,tecnologías,2
lograr,trenes,2
lograr,uso,2
lograr,vida,2
lugar,primaria,2
lugar,principales,2
lugar,pública,2
lugar,recursos,2
lugar,sistema,2
lugar,tecnologías,2
lugar,tercer,2
lugar,todas,2
lugar,vamos,2
lugar,últimos,2
lugares,montt,2
lugares,muchas,2
lugares,mundo,2
lugares,nueva,2
lugares,parques,2
lugares,pequeñas,2
lugares,permita,2
lugares,pleno,2
lugares,protección,2
lugares,respeto,2
lugares,tiempos,2
lugares,todas,2
lugares,velocidad,2
línea,lograr,2
línea,número,2
línea,operación,2
línea,paso,2
línea,principales,2
línea,productores,2
línea,renovables,2
línea,san,2
línea,significa,2
línea,sistemas,2
línea,solar,2
línea,toda,2
línea,transporte,2
línea,viviendas,2
líneas,materia,2
líneas,pasado,2
líneas,pleno,2
líneas,privados,2
líneas,proceso,2
líneas,proyectos,2
líneas,pública,2
líneas,recuperado,2
líneas,reforma,2
líneas,rol,2
líneas,san,2
líneas,superior,2
líneas,sólo,2
líneas,tan,2
líneas,transporte,2
magallanes,montt,2
magallanes,proyectos,2
magallanes,región,2
magallanes,sabemos,2
magallanes,semana,2
magallanes,significa,2
magallanes,submarino,2
magallanes,unirá,2
magallanes,universidades,2
magallanes,vivir,2
magallanes,williams,2
mandato,permitirán,2
mandato,público,2
mandato,regiones,2
mandato,siempre,2
mandato,social,2
mandato,tecnologías,2
mandato,valor,2
manera,materia,2
manera,medio,2
manera,metro,2
manera,nuevo,2
manera,oportunidades,2
manera,permitirán,2
manera,política,2
manera,posible,2
manera,principales,2
manera,recursos,2
manera,red,2
manera,san,2
manera,sistema,2
manera,tecnologías,2
manera,tres,2
mar,marcha,2
mar,obras,2
mar,planes,2
mar,protección,2
mar,región,2
mar,riego,2
mar,sistema,2
mar,valparaíso,2
marcha,media,2
marcha,mensaje,2
marcha,metro,2
marcha,norte,2
marcha,número,2
marcha,pasado,2
marcha,permanente,2
marcha,permite,2
marcha,plataforma,2
marcha,pone,2
marcha,primer,2
marcha,probidad,2
marcha,productiva,2
marcha,puedan,2
marcha,pueden,2
marcha,puerto,2
marcha,pymes,2
marcha,reforma,2
marcha,región,2
marcha,respecto,2
marcha,sabemos,2
marcha,salud,2
marcha,significativamente,2
marcha,sociedad,2
marcha,solamente,2
marcha,solo,2
marcha,tiempos,2
marcha,todas,2
marcha,trabajo,2
marcha,transformación,2
marcha,usuarios,2
marcha,vamos,2
marcha,web,2
marcha,última,2
marco,nuevo,2
marco,servicio,2
marzo,recursos,2
marzo,renovables,2
marzo,total,2
marzo,tres,2
materia,medidas,2
materia,mejoramiento,2
materia,metro,2
materia,orden,2
materia,paso,2
materia,permite,2
materia,permitir,2
materia,pronto,2
materia,protección,2
materia,públicas,2
materia,quiero,2
materia,región,2
materia,rurales,2
materia,sectores,2
materia,significa,2
materia,sistemas,2
materia,social,2
materia,tecnológica,2
materia,tercero,2
materia,tiempos,2
materia,toda,2
materia,tres,2
materia,uso,2
materia,van,2
materia,verde,2
maule,obras,2
maule,planes,2
maule,valparaíso,2
maule,zona,2
mayores,minería,2
mayores,mundo,2
mayores,rol,2
mayores,tecnologías,2
media,pandemia,2
media,población,2
media,policías,2
media,programa,2
media,santiago,2
media,sistema,2
media,terminar,2
medianos,micro,2
medianos,productores,2
medianos,sino,2
medianos,sólo,2
medianos,turismo,2
medianos,vamos,2
medicamentos,nuevo,2
medicamentos,oportunidad,2
medicamentos,plan,2
medicamentos,servicios,2
medidas,muchas,2
medidas,naturales,2
medidas,norte,2
medidas,nuevas,2
medidas,parques,2
medidas,planes,2
medidas,plazo,2
medidas,prevención,2
medidas,promover,2
medidas,públicos,2
medidas,red,2
medidas,regiones,2
medidas,respeto,2
medidas,servicios,2
medidas,tiempos,2
medidas,uso,2
medidas,vehículos,2
medidas,verde,2
medio,metro,2
medio,ministerio,2
medio,necesaria,2
medio,necesitamos,2
medio,oportunidades,2
medio,protección,2
medio,sabemos,2
medio,seguiremos,2
medio,trabajadores,2
medio,tres,2
medio,uso,2
mejoramiento,mejorar,2
mejoramiento,plan,2
mejoramiento,proyectos,2
mejoramiento,públicos,2
mejoramiento,riego,2
mejoramiento,rural,2
mejoramiento,servicios,2
mejoramiento,transparencia,2
mejorando,mejorar,2
mejorando,productividad,2
mejorando,toda,2
mejorando,transporte,2
mejorar,misión,2
mejorar,necesario,2
mejorar,necesitamos,2
mejorar,pequeños,2
mejorar,permanente,2
mejorar,período,2
mejorar,políticas,2
mejorar,poner,2
mejorar,poniendo,2
mejorar,primaria,2
mejorar,problemas,2
mejorar,productores,2
mejorar,programa,2
mejorar,propuesto,2
mejorar,pueden,2
mejorar,queremos,2
mejorar,regional,2
mejorar,riego,2
mejorar,rurales,2
mejorar,san,2
mejorar,santiago,2
mejorar,sector,2
mejorar,semanas,2
mejorar,submarino,2
mejorar,sur,2
mejorar,sólo,2
mejorar,tal,2
mejorar,tarea,2
mejorar,tecnológica,2
mejorar,todas,2
mejorar,transformación,2
mejorar,tres,2
mejorar,valparaíso,2
mejores,meta,2
mejores,ministerio,2
mejores,misión,2
mejores,moderna,2
mejores,mujeres,2
mejores,necesaria,2
mejores,necesidades,2
mejores,niños,2
mejores,nuevos,2
mejores,oportunidad,2
mejores,pasado,2
mejores,policías,2
mejores,productivos,2
mejores,protección,2
mejores,red,2
mejores,reforma,2
mejores,regiones,2
mejores,seguir,2
mejores,seguridad,2
mejores,semanas,2
mejores,siempre,2
mejores,sino,2
mejores,sistema,2
mejores,social,2
mejores,tarea,2
mejores,todas,2
mejores,tres,2
mejores,vida,2
menores,niños,2
menores,pasado,2
menores,puedan,2
menores,tres,2
menos,necesitamos,2
menos,países,2
menos,promover,2
menos,recursos,2
mensaje,metas,2
mensaje,modernización,2
mensaje,mundo,2
mensaje,países,2
mensaje,podrán,2
mensaje,proyectos,2
mensaje,regiones,2
mensaje,sistema,2
mensaje,toda,2
mensaje,transporte,2
mercado,mercado,2
mercado,modernización,2
mercado,muchas,2
mercado,necesario,2
mercado,proteger,2
mercado,puede,2
mercado,pymes,2
mercados,miles,2
mercados,modernización,2
mercados,montt,2
mercados,mundo,2
mercados,naturaleza,2
mercados,necesario,2
mercados,pequeños,2
mercados,prioridad,2
